9.0,8.393530584911616,8.101879597876803,8.0,9.0,9.27645239531105,10.401368416188516
9.0,15.0,9.9,14.5,11.35,15.0,12.146080031033799
19.5,17.7,17.5,15.5,19.9,17.1,18.055364831335936
14.0,9.2,11.231679845587134,11.0,14.0,11.98,12.313592028746593
10.0,9.092147584081982,8.783252553430422,9.0,9.0,9.963917848346853,10.323951434695294
13.5,19.0,17.0,14.0,17.0,15.92,12.949812652461585
10.5,9.25,8.717284882920138,9.0,9.4,8.0,12.811579247588261
5.6,7.554278276040049,7.283342650121302,8.0,8.0,9.25,10.255187783674874
14.0,16.0,15.604143801625746,18.25,18.5,19.0,16.7042219961548
17.0,15.680005644942494,15.208501757252925,14.0,17.74813799198422,18.2,18.04735166434358
17.25,11.0,14.238476589634043,14.5,16.619224643973386,20.0,17.639290342598116
10.0,9.5,9.6824009707732,12.25,9.0,10.0,12.097705193539168
13.5,13.0,9.0,10.0,14.2,12.5,13.675250813828523
15.5,10.5,12.7,13.0,15.0,16.5,13.812413354996037
8.5,10.0,10.19010209208915,10.38,14.0,11.383346734633376,9.457097965627836
11.5,9.0,12.5,18.0,17.0,12.5,10.098388957328433
14.5,9.5,10.5,10.5,11.5,10.5,12.652682849439156
15.0,16.331612230583225,15.844024662712537,18.5,18.487758276993013,18.0,17.1594521636622
14.0,12.706281662282674,12.308178545146996,11.25,14.37274764440258,14.0,13.225920117868242
15.5,14.0,10.5,10.0,12.0,16.71,16.20929625899282
14.25,12.526254683159477,12.132595192623036,11.25,14.168404090266396,13.25,13.728464532354055
13.75,14.813134981777516,14.363028162214611,14.825700834086952,16.76417751478095,17.5,14.038016791264164
15.0,13.953713298923553,13.52481968345089,12.5,15.788672165352734,15.75,14.545728477979091
13.25,10.6750958031009,10.327128679780209,9.0,12.06720577730093,10.0,13.046759623720051
8.75,13.9,16.0,11.0,9.0,12.0,14.755438497621334
10.5,10.039882602826156,9.707594519873048,9.5,11.346193162355394,11.0,11.032910022476722
14.0,12.009367386311624,11.62846628428043,9.0,13.581699876041615,13.5,15.100370731656813
15.3,12.0,15.25,19.25,12.3,17.4,13.775432302582095
12.5,9.6,9.5,10.0,14.5,11.75,12.12817766338062
9.0,9.0,9.434631371566386,11.0,11.028519196849047,10.48,9.573305246502631
10.0,14.0,9.0,14.5,14.0,13.0,12.386040381737937
9.0,9.9,8.983444570682982,10.0,9.0,10.0,9.343533966434745
