,1,2,3,4,5,6,7
167,16.5,17.1,16.5,11.0,18.0,15.6,17.75
168,14.0,15.0,14.625386430110684,15.5,16.8,17.85,15.89
169,12.25,14.5,12.383675435681432,10.0,17.0,13.0,14.75
170,10.0,3.0,8.876524157398315,11.0,10.0,9.0,10.120000000000001
171,12.5,10.0,9.699965516814427,9.0,9.9,10.0,10.205
172,18.25,11.55,13.590983484135032,15.0,19.9,11.3,13.14
173,9.0,9.026416729217189,8.71914414080451,9.0,10.195836590148122,9.899236210236532,8.624999999999998
174,19.5,16.3,15.0,18.85,17.8,19.75,16.439999999999998
175,10.25,12.5,12.22097146342657,15.0,14.271256217291546,13.43237512803157,10.78
176,16.9,16.543889986157275,16.051062742068673,16.0,18.728708779241735,18.4,17.0
177,13.5,9.35,9.0,9.0,9.0,10.0,13.066000000000003
178,11.25,9.2,11.7,18.5,17.0,16.0,9.7
179,10.75,13.12,16.0,10.25,8.0,10.6,16.669999999999998
180,10.5,12.75,10.866949480205331,10.0,14.9,9.5,13.129999999999999
181,15.5,8.0,11.331722948683916,12.65,9.0,13.25,14.48
182,14.2,9.9,11.463947075281197,9.0,18.5,9.5,12.3
183,9.75,11.9,10.258633168413553,10.0,10.0,12.6,15.177000000000001
184,13.25,9.2,14.0,10.0,13.0,10.75,10.610000000000001
185,10.0,17.55,16.5,10.5,18.75,15.0,14.02
186,9.0,9.081913105884228,8.773270694033307,9.063671174529048,10.258828964430329,10.0,9.95
187,16.61,18.1,12.956400479086575,9.0,16.0,11.3,16.560000000000002
188,9.0,8.756267111418301,8.455662657044595,9.0,9.889197366858266,9.0,8.2
189,9.0,13.7,13.5,10.0,14.0,9.5,11.85
190,15.75,13.745917390147408,13.32215282495347,10.5,15.552808881187874,16.5,15.029999999999998
191,15.75,13.6,15.0,15.5,16.1,15.25,16.74
192,16.75,16.0,16.006718935672403,19.25,18.677101546137422,16.6,17.055
193,9.0,10.5,15.0,11.5,9.0,9.5,9.879999999999999
194,11.5,9.963906100590993,9.633493354367374,9.75,11.25995437429605,9.0,10.940000000000001
195,9.0,10.0,10.031638881914008,12.5,11.723315342137251,9.95,9.11
196,18.25,16.586288442502052,16.09241467244663,16.5,18.7768340730259,16.75,18.759999999999998
197,19.0,17.0,17.67588349831252,19.25,20.0,20.0,20.0
198,15.0,19.5,16.75,16.0,16.0,15.7,12.400000000000002
199,19.0,16.0,16.62915031866238,18.5,18.1,19.0,17.21
200,11.75,14.0,9.9,12.25,15.5,12.8,14.24
201,10.0,9.946875733961651,9.616883350233241,9.933283348916284,11.240623684739234,10.805002556387553,8.790000000000001
202,7.5,11.0,9.5,10.0,12.0,13.25,8.5
203,11.25,9.583698704207164,9.2626706608099,9.75,9.2,9.4,13.616999999999999
204,15.75,10.0,14.0,15.45,10.0,12.0,14.470000000000002
205,8.0,9.179450570067857,8.8684006297877,9.0,9.0,11.6,10.325
206,15.75,13.838589515843442,13.412537513928871,12.75,15.657998401260437,14.5,15.104999999999999
207,20.0,17.784086125002577,17.26064697719997,17.0,20.0,18.5,19.06
208,9.25,17.5,12.0,17.5,14.0,15.75,17.470000000000002
209,10.9,13.403414357849213,12.988103834333094,13.5,15.164043334695316,17.0,14.05
210,10.7,8.7,9.703213492393903,10.5,9.0,12.17,10.209999999999999
211,19.5,17.3,17.06230924397817,18.0,20.0,17.5,18.45
212,17.0,9.0,10.838773923496312,10.0,12.662657487585111,8.0,12.110000000000001
213,12.25,10.0,10.406167873755553,10.0,12.159191433006967,11.601344468867104,9.69
214,15.0,18.5,14.0,13.0,19.0,15.75,16.29
215,15.5,18.0,18.0,13.0,20.0,16.8,18.119999999999997
216,17.0,17.0,18.5,16.5,19.05715746430505,16.95,17.88
217,19.25,13.6,17.2,15.0,18.05,16.0,19.14
218,14.75,11.5,12.7,16.5,19.5,14.4,13.820000000000002
219,13.0,5.7,9.0,13.0,11.0,13.75,8.417
220,10.0,9.3,9.0,10.5,9.0,11.25,11.91
221,9.5,7.0,8.776043423133359,10.5,10.262055861005756,9.0,11.5
222,12.0,11.3,9.5,10.0,10.8,12.5,12.027000000000001
223,15.182919850036376,14.677048494533524,14.230300713362862,14.5,16.60970957553771,15.65,13.745
224,10.0,9.9,9.116491217022215,8.0,10.658268321931278,10.35,12.135
225,12.0,12.0,11.839140995967409,12.224029331866017,15.7,12.0,10.684999999999999
226,8.5,8.577906244537841,8.281704291923553,8.556955059434319,9.686744969808249,9.457884992176343,8.0
227,17.5,14.5,13.853082952573203,17.5,9.9,15.5,15.0
228,11.0,15.3,11.0,15.0,12.2,16.45,12.0
229,18.0,17.048630293904047,16.543344486837086,16.0,19.301625288217792,19.2,16.270000000000003
230,9.0,14.0,12.971392498666464,13.391175988544425,15.144594715703857,18.1,16.5
231,13.4,12.0,12.0,9.0,15.5,14.7,12.55
232,11.0,15.0,12.005395900754785,14.5,13.0,10.5,16.73
233,9.0,17.2,12.185338407491624,9.0,18.5,11.9,13.785000000000002
234,8.75,10.0,9.0,13.5,17.0,14.5,11.654999999999998
235,18.75,18.3,17.534012534651126,18.25,20.0,19.0,17.37
236,14.2,16.0,12.02017597478412,9.0,14.037570829617275,11.0,14.589999999999998
237,9.0,9.75,8.736621678294172,9.025892663227875,10.216176913287235,9.0,9.366666666666665
238,19.0,19.0,16.6311798195692,18.25,18.0,16.7,17.49
239,14.0,17.0,15.652415872460063,16.0,20.0,19.0,15.0
